Volume Tandon (L);Waktu (s);TDS Awal (ppm);TDS Akhir (ppm);Delta TDS (ppm);Rata Rata Delta TDS (ppm);
40;0;260;263;3;2,9;
40;0;263;266;3;;
40;1;266;270;4;;
40;1;270;272;2;;
40;1;272;276;4;;
40;1;276;278;2;;
40;1;278;282;4;;
40;1;282;284;2;;
40;1;284;288;4;;
40;1;288;287;1;;
40;1;287;292;5;5,9;
40;1;292;295;3;;
40;2;295;303;8;;
40;2;303;310;7;;
40;2;310;318;8;;
40;2;318;323;5;;
40;2;323;327;4;;
40;2;327;330;3;;
40;2;330;335;5;;
40;2;335;346;11;;
40;2;346;352;6;8,4;
40;2;352;363;11;;
40;3;363;371;8;;
40;3;371;380;9;;
40;3;380;382;2;;
40;3;382;396;14;;
40;3;396;405;9;;
40;3;405;412;7;;
40;3;412;421;9;;
40;3;421;430;9;;
40;3;438;445;7;10,9;
40;3;445;460;15;;
40;4;460;470;10;;
40;4;470;483;13;;
40;4;483;492;9;;
40;4;492;504;12;;
40;4;504;512;8;;
40;4;512;525;13;;
40;4;525;536;11;;
40;4;536;547;11;;
40;4;547;561;14;13;
40;4;561;575;14;;
40;5;575;585;10;;
40;5;585;599;14;;
40;5;599;614;15;;
40;5;614;627;13;;
40;5;627;640;13;;
40;5;640;652;12;;
40;5;652;664;12;;
40;5;664;677;13;;
40;5;677;693;16;15,4;
40;5;693;710;17;;
40;6;710;724;14;;
40;6;724;740;16;;
40;6;740;755;15;;
40;6;755;773;18;;
40;6;773;786;13;;
40;6;786;802;16;;
40;6;802;817;15;;
40;6;817;831;14;;
40;6;831;850;19;17,7;
40;6;850;867;17;;
40;7;867;890;23;;
40;7;890;902;12;;
40;7;902;920;18;;
40;7;920;936;16;;
40;7;936;954;18;;
40;7;954;969;15;;
40;7;969;990;21;;
40;7;990;1008;18;;
40;7;1008;1027;19;19;
40;7;1027;1045;18;;
40;8;1045;1066;21;;
40;8;1066;1084;18;;
40;8;1084;1107;23;;
40;8;1107;1123;16;;
40;8;1123;1144;21;;
40;8;1144;1162;18;;
40;8;1162;1177;15;;
40;8;1177;1198;21;;
40;8;1198;1214;16;20,3;
40;8;1214;1248;34;;
40;9;1248;1260;12;;
40;9;1260;1281;21;;
40;9;1281;1303;22;;
40;9;1303;1321;18;;
40;9;1321;1342;21;;
40;9;1342;1363;21;;
40;9;1363;1383;20;;
40;9;1383;1401;18;;
40;9;1407;1430;23;24,2;
40;9;1430;1453;23;;
40;10;1453;1476;23;;
40;10;1476;1499;23;;
40;10;1499;1522;23;;
40;10;1522;1545;23;;
40;10;1545;1566;21;;
40;10;245;273;28;;
40;10;273;301;28;;
40;10;301;328;27;;
40;10;328;359;31;29,3;
40;10;359;389;30;;
40;11;389;415;26;;
40;11;415;447;32;;
40;11;447;476;29;;
40;11;476;506;30;;
40;11;506;531;25;;
40;11;531;557;26;;
40;11;557;589;32;;
40;11;589;621;32;;
40;11;621;636;15;28,7;
40;11;636;678;42;;
40;12;678;697;19;;
40;12;697;736;39;;
40;12;736;765;29;;
40;12;765;795;30;;
40;12;795;824;29;;
40;12;824;854;30;;
40;12;854;880;26;;
40;12;880;908;28;;
40;12;908;941;33;30,4;
40;12;941;972;31;;
40;13;972;1004;32;;
40;13;1004;1033;29;;
40;13;1033;1063;30;;
40;13;1063;1092;29;;
40;13;1092;1124;32;;
40;13;1124;1154;30;;
40;13;1154;1182;28;;
40;13;1182;1212;30;;
40;13;1212;1243;31;30,7;
40;13;1243;1276;33;;
40;14;1276;1307;31;;
40;14;1307;1338;31;;
40;14;1338;1369;31;;
40;14;1369;1398;29;;
40;14;1423;1453;30;;
40;14;1453;1484;31;;
40;14;1484;1513;29;;
40;14;1513;1544;31;;
40;14;1544;1577;33;31,9;
40;14;1577;1609;32;;
40;15;1609;1641;32;;
40;15;1641;1673;32;;
40;15;1673;1704;31;;
40;15;1704;1736;32;;
40;15;1736;1771;35;;
40;15;1771;1803;32;;
40;15;1803;1832;29;;
40;15;1832;1863;31;;
40;15;1866;1899;33;40,3;
40;15;1899;1932;33;;
40;16;1932;1965;33;;
40;16;248;292;44;;
40;16;292;336;44;;
40;16;336;382;46;;
40;16;382;427;45;;
40;16;427;467;40;;
40;16;467;509;42;;
40;16;509;552;43;;
40;16;552;596;44;42,4;
40;16;596;639;43;;
40;17;639;682;43;;
40;17;682;725;43;;
40;17;725;767;42;;
40;17;767;809;42;;
40;17;809;851;42;;
40;17;851;892;41;;
40;17;892;933;41;;
40;17;933;976;43;;
40;17;976;1014;38;41,4;
40;17;1014;1061;47;;
40;18;1061;1101;40;;
40;18;1101;1143;42;;
40;18;1143;1186;43;;
40;18;1186;1224;38;;
40;18;1224;1271;47;;
40;18;1271;1310;39;;
40;18;1310;1351;41;;
40;18;1351;1390;39;;
40;18;1390;1432;42;42;
40;18;1432;1474;42;;
40;19;1474;1517;43;;
40;19;1517;1563;46;;
40;19;1563;1603;40;;
40;19;1603;1647;44;;
40;19;1647;1687;40;;
40;19;1687;1729;42;;
40;19;1729;1768;39;;
40;19;1768;1810;42;;
40;19;1810;1852;42;49,5;
40;19;1852;1893;41;;
40;20;1893;1936;43;;
40;20;250;308;58;;
40;20;308;361;53;;
40;20;361;411;50;;
40;20;411;461;50;;
40;20;461;517;56;;
40;20;517;569;52;;
40;20;569;619;50;;
40;20;241;278;37;36,5;
40;20;278;315;37;;
40;21;315;353;38;;
40;21;353;389;36;;
40;21;389;429;40;;
40;21;429;460;31;;
40;21;460;497;37;;
40;21;497;535;38;;
40;21;535;571;36;;
40;21;571;606;35;;
40;21;606;641;35;35,1;
40;21;641;678;37;;
40;22;678;714;36;;
40;22;714;750;36;;
40;22;750;785;35;;
40;22;785;820;35;;
40;22;820;854;34;;
40;22;854;889;35;;
40;22;889;923;34;;
40;22;923;957;34;;
40;22;957;992;35;33,8;
40;22;992;1028;36;;
40;23;1028;1061;33;;
40;23;1061;1097;36;;
40;23;1097;1129;32;;
40;23;1129;1163;34;;
40;23;1163;1197;34;;
40;23;1197;1229;32;;
40;23;1229;1262;33;;
40;23;1262;1295;33;;
40;23;1295;1332;37;33,4;
40;23;1332;1364;32;;
40;24;1364;1396;32;;
40;24;1396;1431;35;;
40;24;1431;1465;34;;
40;24;1465;1500;35;;
40;24;1500;1530;30;;
40;24;1530;1564;34;;
40;24;1564;1596;32;;
40;24;1596;1629;33;;
40;24;1629;1692;63;64,5;
40;24;1692;1757;65;;
40;25;1757;1822;65;;
40;25;1822;1878;56;;
40;25;1878;1944;66;;
40;25;265;332;67;;
40;25;332;397;65;;
40;25;397;462;65;;
40;25;462;528;66;;
40;25;528;595;67;;
40;25;595;662;67;67,6;
40;25;662;729;67;;
40;26;729;797;68;;
40;26;797;866;69;;
40;26;866;933;67;;
40;26;933;1001;68;;
40;26;1001;1068;67;;
40;26;1068;1136;68;;
40;26;1136;1204;68;;
40;26;1204;1271;67;;
40;26;1271;1341;70;70,5;0
40;26;1341;1410;69;;
40;27;1410;1483;73;;
40;27;1483;1554;71;;
40;27;1554;1626;72;;
40;27;1626;1696;70;;
40;27;1696;1767;71;;
40;27;1767;1836;69;;
40;27;1836;1906;70;;
40;27;1906;1976;70;;
40;27;276;349;73;73,8;0
40;27;349;427;78;;
40;28;427;501;74;;
40;28;501;575;74;;
40;28;575;650;75;;
40;28;650;724;74;;
40;28;724;797;73;;
40;28;797;869;72;;
40;28;869;942;73;;
40;28;942;1014;72;;
40;28;1014;1089;75;77,6;0
40;28;1089;1165;76;;
40;29;1165;1243;78;;
40;29;1243;1322;79;;
40;29;1322;1400;78;;
40;29;1400;1478;78;;
40;29;1478;1557;79;;
40;29;1557;1635;78;;
40;29;1635;1714;79;;
40;29;1714;1790;76;;
40;29;1790;1871;81;81,9;0
40;29;1871;1953;82;;
40;30;256;341;85;;
40;30;341;424;83;;
40;30;424;506;82;;
40;30;506;589;83;;
40;30;589;671;82;;
40;30;671;752;81;;
40;30;752;832;80;;
40;30;832;912;80;;
40;30;253;349;96;86;0
40;30;349;443;94;;
40;31;443;524;81;;
40;31;524;608;84;;
40;31;608;688;80;;
40;31;688;771;83;;
40;31;771;854;83;;
40;31;854;940;86;;
40;31;940;1028;88;;
40;31;1028;1113;85;;
40;31;1113;1196;83;87,4;0
40;31;1196;1282;86;;
40;32;1282;1372;90;;
40;32;1372;1456;84;;
40;32;1456;1546;90;;
40;32;1546;1631;85;;
40;32;1631;1717;86;;
40;32;1717;1807;90;;
40;32;1807;1898;91;;
40;32;1898;1987;89;;
40;32;268;361;93;91,2;0
40;32;361;447;86;;
40;33;447;540;93;;
40;33;540;635;95;;
40;33;635;722;87;;
40;33;722;813;91;;
40;33;813;906;93;;
40;33;906;996;90;;
40;33;996;1090;94;;
40;33;1090;1180;90;;
40;33;1180;1270;90;94;0
40;33;1270;1367;97;;
40;34;1367;1458;91;;
40;34;1458;1548;90;;
40;34;1548;1639;91;;
40;34;1639;1737;98;;
40;34;1737;1833;96;;
40;34;1833;1928;95;;
40;34;276;370;94;;
40;34;370;468;98;;
40;34;468;568;100;98,1;0
40;34;568;668;100;;
40;35;668;769;101;;
40;35;769;868;99;;
40;35;868;966;98;;
40;35;966;1058;92;;
40;35;1058;1157;99;;
40;35;1157;1253;96;;
40;35;1253;1348;95;;
40;35;1348;1449;101;;
40;35;1449;1551;102;101,6;0
40;35;1551;1655;104;;
40;36;1655;1752;97;;
40;36;1752;1857;105;;
40;36;1857;1956;99;;
40;36;269;374;105;;
40;36;374;473;99;;
40;36;473;572;99;;
40;36;572;674;102;;
40;36;674;778;104;;
40;36;778;883;105;103,5;0
40;36;883;986;103;;
40;37;986;1091;105;;
40;37;1091;1193;102;;
40;37;1193;1300;107;;
40;37;1300;1402;102;;
40;37;1402;1502;100;;
40;37;1502;1604;102;;
40;37;1604;1708;104;;
40;37;1708;1813;105;;
40;37;1813;1916;103;105,6;0
40;37;289;394;105;;
40;38;394;497;103;;
40;38;497;607;110;;
40;38;607;713;106;;
40;38;713;816;103;;
40;38;816;920;104;;
40;38;920;1028;108;;
40;38;1028;1139;111;;
40;38;1139;1242;103;;
40;38;1242;1351;109;108,5;0
40;38;1351;1457;106;;
40;39;1457;1568;111;;
40;39;1568;1672;104;;
40;39;1672;1780;108;;
40;39;1780;1891;111;;
40;39;301;413;112;;
40;39;413;521;108;;
40;39;521;627;106;;
40;39;627;737;110;;
40;39;737;851;114;111,4;0
40;39;851;967;116;;
40;40;967;1076;109;;
40;40;1076;1186;110;;
40;40;1186;1295;109;;
40;40;1295;1409;114;;
40;40;1409;1516;107;;
40;40;1516;1623;107;;
40;40;1623;1739;116;;
40;40;1739;1851;112;;
40;40;1851;1968;117;115,4;
40;40;256;368;112;;
40;41;368;478;110;;
40;41;478;596;118;;
40;41;596;711;115;;
40;41;711;822;111;;
40;41;822;941;119;;
40;41;941;1059;118;;
40;41;1059;1174;115;;
40;41;1174;1293;119;;
40;41;1293;1407;114;119;
40;41;1407;1521;114;;
40;42;1521;1643;122;;
40;42;1643;1763;120;;
40;42;1763;1881;118;;
40;42;290;413;123;;
40;42;413;528;115;;
40;42;528;650;122;;
40;42;650;773;123;;
40;42;773;892;119;;
40;42;892;1010;118;120,8;
40;42;1010;1128;118;;
40;43;1128;1250;122;;
40;43;1250;1374;124;;
40;43;1374;1494;120;;
40;43;1494;1613;119;;
40;43;1613;1735;122;;
40;43;1735;1860;125;;
40;43;1860;1979;119;;
40;43;298;419;121;;
40;43;419;541;122;123,1;
40;43;541;669;128;;
40;44;669;788;119;;
40;44;788;915;127;;
40;44;915;1036;121;;
40;44;1036;1155;119;;
40;44;1155;1278;123;;
40;44;1278;1397;119;;
40;44;1397;1522;125;;
40;44;1522;1650;128;;
40;44;1650;1772;122;126,5;
40;44;1772;1902;130;;
40;45;272;402;130;;
40;45;402;527;125;;
40;45;527;653;126;;
40;45;653;779;126;;
40;45;779;905;126;;
40;45;905;1032;127;;
40;45;1032;1156;124;;
40;45;1156;1285;129;;
40;45;1285;1419;134;128,2;
40;45;1419;1549;130;;
40;46;1549;1675;126;;
40;46;1675;1803;128;;
40;46;1803;1929;126;;
40;46;267;393;126;;
40;46;393;521;128;;
40;46;521;648;127;;
40;46;648;774;126;;
40;46;774;905;131;;
40;46;905;1031;126;131,2;
40;46;1031;1165;134;;
40;47;1165;1300;135;;
40;47;1300;1428;128;;
40;47;1428;1558;130;;
40;47;1558;1692;134;;
40;47;1692;1826;134;;
40;47;1826;1952;126;;
40;47;289;424;135;;
40;47;424;554;130;;
40;47;554;691;137;133,4;
40;47;691;823;132;;
40;48;823;960;137;;
40;48;960;1091;131;;
40;48;1091;1221;130;;
40;48;1221;1358;137;;
40;48;1358;1490;132;;
40;48;1490;1620;130;;
40;48;1620;1752;132;;
40;48;1752;1888;136;;
40;48;265;405;140;136,8;
40;48;405;544;139;;
40;49;544;677;133;;
40;49;677;817;140;;
40;49;817;957;140;;
40;49;957;1092;135;;
40;49;1092;1226;134;;
40;49;1226;1364;138;;
40;49;1364;1498;134;;
40;49;1498;1633;135;;
40;49;1633;1777;144;139,5;
40;49;1777;1918;141;;
40;50;256;393;137;;
40;50;393;529;136;;
40;50;529;671;142;;
40;50;671;807;136;;
40;50;807;947;140;;
40;50;947;1089;142;;
40;50;1089;1225;136;;
40;50;1225;1366;141;;
40;50;1366;1504;138;140,8;
40;50;1504;1651;147;;
40;51;1651;1792;141;;
40;51;1792;1933;141;;
40;51;245;386;141;;
40;51;386;526;140;;
40;51;526;668;142;;
40;51;668;807;139;;
40;51;807;947;140;;
40;51;947;1086;139;;
40;51;1086;1226;140;142,7;
40;51;1226;1372;146;;
40;52;1372;1513;141;;
40;52;1513;1653;140;;
40;52;1653;1800;147;;
40;52;1800;1939;139;;
40;52;256;400;144;;
40;52;400;541;141;;
40;52;541;689;148;;
40;52;689;830;141;;
40;52;830;972;142;143,5;
40;52;972;1113;141;;
40;53;1113;1261;148;;
40;53;1261;1403;142;;
40;53;1403;1544;141;;
40;53;1544;1688;144;;
40;53;1688;1829;141;;
40;53;1829;1975;146;;
40;53;278;420;142;;
40;53;420;568;148;;
40;53;568;717;149;147,5;
40;53;717;860;143;;
40;54;860;1006;146;;
40;54;1006;1150;144;;
40;54;1150;1301;151;;
40;54;1301;1452;151;;
40;54;1452;1602;150;;
40;54;1602;1751;149;;
40;54;1751;1900;149;;
40;54;298;441;143;;
40;54;441;589;148;149,6;
40;54;589;741;152;;
40;55;741;887;146;;
40;55;887;1039;152;;
40;55;1039;1190;151;;
40;55;1190;1344;154;;
40;55;1344;1490;146;;
40;55;1490;1642;152;;
40;55;1642;1791;149;;
40;55;1791;1937;146;;
40;55;267;417;150;151,5;
40;55;417;571;154;;
40;56;571;724;153;;
40;56;724;873;149;;
40;56;873;1028;155;;
40;56;1028;1184;156;;
40;56;1184;1332;148;;
40;56;1332;1480;148;;
40;56;1480;1628;148;;
40;56;1628;1782;154;;
40;56;1782;1940;158;156,3;
40;56;299;458;159;;
40;57;458;615;157;;
40;57;615;769;154;;
40;57;769;925;156;;
40;57;925;1081;156;;
40;57;1081;1237;156;;
40;57;1237;1393;156;;
40;57;1393;1551;158;;
40;57;1551;1704;153;;
40;57;1704;1864;160;159,8;
40;57;245;402;157;;
40;58;402;566;164;;
40;58;566;724;158;;
40;58;724;878;154;;
40;58;878;1034;156;;
40;58;1034;1196;162;;
40;58;1196;1359;163;;
40;58;1359;1521;162;;
40;58;1521;1683;162;;
40;58;1683;1848;165;162,4;
40;58;265;428;163;;
40;59;428;590;162;;
40;59;590;750;160;;
40;59;750;914;164;;
40;59;914;1079;165;;
40;59;1079;1245;166;;
40;59;1245;1405;160;;
40;59;1405;1566;161;;
40;59;1566;1724;158;;
40;59;1724;1894;170;166,3;
40;59;276;440;164;;
40;60;440;604;164;;
40;60;604;771;167;;
40;60;771;941;170;;
40;60;941;1110;169;;
40;60;1110;1276;166;;
40;60;1276;1439;163;;
40;60;1439;1604;165;;
40;60;1604;1769;165;;
50;1;244;244;0;1,6;
50;1;244;247;3;;
50;1;247;248;1;;
50;1;248;249;1;;
50;1;249;251;2;;
50;1;251;253;2;;
50;1;253;255;2;;
50;1;255;257;2;;
50;1;257;259;2;;
50;1;259;260;1;;
50;2;262;264;2;3,2;
50;2;264;268;4;;
50;2;268;271;3;;
50;2;271;275;4;;
50;2;275;279;4;;
50;2;279;282;3;;
50;2;282;284;2;;
50;2;284;288;4;;
50;2;288;291;3;;
50;2;291;294;3;;
50;3;297;302;5;4,9;
50;3;302;306;4;;
50;3;306;311;5;;
50;3;311;316;5;;
50;3;316;320;4;;
50;3;320;326;6;;
50;3;326;331;5;;
50;3;331;335;4;;
50;3;335;341;6;;
50;3;341;346;5;;
50;4;346;352;6;6,3;
50;4;352;359;7;;
50;4;359;365;6;;
50;4;365;371;6;;
50;4;371;377;6;;
50;4;377;384;7;;
50;4;384;390;6;;
50;4;390;397;7;;
50;4;397;403;6;;
50;4;403;409;6;;
50;5;409;417;8;7,7;
50;5;417;425;8;;
50;5;425;432;7;;
50;5;432;439;7;;
50;5;439;448;9;;
50;5;448;457;9;;
50;5;457;464;7;;
50;5;464;472;8;;
50;5;472;479;7;;
50;5;501;508;7;;
50;6;508;514;6;9,6;
50;6;514;528;14;;
50;6;528;538;10;;
50;6;538;548;10;;
50;6;548;559;11;;
50;6;559;569;10;;
50;6;569;578;9;;
50;6;578;586;8;;
50;6;586;595;9;;
50;6;595;604;9;;
50;7;604;618;14;11,7;
50;7;618;628;10;;
50;7;628;644;16;;
50;7;644;656;12;;
50;7;656;667;11;;
50;7;667;677;10;;
50;7;677;688;11;;
50;7;688;700;12;;
50;7;700;711;11;;
50;7;711;721;10;;
50;8;721;734;13;13,1;
50;8;734;747;13;;
50;8;747;763;16;;
50;8;763;776;13;;
50;8;776;790;14;;
50;8;790;803;13;;
50;8;803;815;12;;
50;8;815;828;13;;
50;8;828;839;11;;
50;8;839;852;13;;
50;9;852;866;14;14,3;
50;9;866;881;15;;
50;9;881;894;13;;
50;9;894;908;14;;
50;9;908;923;15;;
50;9;923;938;15;;
50;9;938;954;16;;
50;9;954;968;14;;
50;9;968;981;13;;
50;9;981;995;14;;
50;10;995;1011;16;16;
50;10;1011;1028;17;;
50;10;1028;1043;15;;
50;10;1043;1059;16;;
50;10;1059;1076;17;;
50;10;1076;1092;16;;
50;10;1092;1107;15;;
50;10;1107;1122;15;;
50;10;1122;1138;16;;
50;10;1138;1155;17;;
50;11;1155;1172;17;17,9;
50;11;1172;1191;19;;
50;11;1191;1211;20;;
50;11;1211;1229;18;;
50;11;1229;1247;18;;
50;11;1247;1264;17;;
50;11;1264;1280;16;;
50;11;1280;1298;18;;
50;11;1298;1317;19;;
50;11;1317;1334;17;;
50;12;1334;1355;21;19,8;
50;12;1355;1375;20;;
50;12;1375;1398;23;;
50;12;1398;1418;20;;
50;12;1418;1437;19;;
50;12;1437;1455;18;;
50;12;1455;1474;19;;
50;12;1474;1494;20;;
50;12;1494;1513;19;;
50;12;1513;1532;19;;
50;13;1532;1553;21;21,6;
50;13;1553;1578;25;;
50;13;1578;1598;20;;
50;13;1598;1621;23;;
50;13;1621;1641;20;;
50;13;1641;1664;23;;
50;13;1664;1686;22;;
50;13;1686;1707;21;;
50;13;1707;1728;21;;
50;13;1728;1748;20;;
50;14;1748;1771;23;23,2;
50;14;1771;1798;27;;
50;14;1798;1820;22;;
50;14;1820;1840;20;;
50;14;1840;1863;23;;
50;14;1863;1887;24;;
50;14;1887;1910;23;;
50;14;1910;1934;24;;
50;14;1934;1957;23;;
50;14;1957;1980;23;;
50;15;265;290;25;24,3;
50;15;290;312;22;;
50;15;312;336;24;;
50;15;336;361;25;;
50;15;361;387;26;;
50;15;387;412;25;;
50;15;412;436;24;;
50;15;436;461;25;;
50;15;461;485;24;;
50;15;485;508;23;;
50;16;508;533;25;25,4;
50;16;533;558;25;;
50;16;558;584;26;;
50;16;584;611;27;;
50;16;611;636;25;;
50;16;636;660;24;;
50;16;660;685;25;;
50;16;685;711;26;;
50;16;711;736;25;;
50;16;736;762;26;;
50;17;762;789;27;27,8;
50;17;789;817;28;;
50;17;817;846;29;;
50;17;846;873;27;;
50;17;873;900;27;;
50;17;900;928;28;;
50;17;928;956;28;;
50;17;956;985;29;;
50;17;985;1012;27;;
50;17;1012;1040;28;;
50;18;1040;1072;32;30,3;
50;18;1072;1105;33;;
50;18;1105;1137;32;;
50;18;1137;1167;30;;
50;18;1167;1198;31;;
50;18;1198;1227;29;;
50;18;1227;1257;30;;
50;18;1257;1286;29;;
50;18;1286;1314;28;;
50;18;1314;1343;29;;
50;19;1343;1376;33;32,1;
50;19;1376;1408;32;;
50;19;1408;1441;33;;
50;19;1441;1472;31;;
50;19;1472;1504;32;;
50;19;1504;1537;33;;
50;19;1537;1569;32;;
50;19;1569;1600;31;;
50;19;1600;1632;32;;
50;19;1632;1664;32;;
50;20;1664;1697;33;33,1;
50;20;1697;1728;31;;
50;20;1728;1760;32;;
50;20;1760;1794;34;;
50;20;1794;1829;35;;
50;20;1829;1862;33;;
50;20;1862;1896;34;;
50;20;1896;1928;32;;
50;20;1928;1961;33;;
50;20;1961;1995;34;;
50;21;245;279;34;34,7;
50;21;279;312;33;;
50;21;312;347;35;;
50;21;347;383;36;;
50;21;383;418;35;;
50;21;418;452;34;;
50;21;452;487;35;;
50;21;487;523;36;;
50;21;523;558;35;;
50;21;558;592;34;;
50;22;592;627;35;35,8;
50;22;627;660;33;;
50;22;660;695;35;;
50;22;695;731;36;;
50;22;731;766;35;;
50;22;766;802;36;;
50;22;802;839;37;;
50;22;839;875;36;;
50;22;875;912;37;;
50;22;912;950;38;;
50;23;950;987;37;37,4;
50;23;987;1024;37;;
50;23;1024;1062;38;;
50;23;1062;1099;37;;
50;23;1099;1135;36;;
50;23;1135;1172;37;;
50;23;1172;1210;38;;
50;23;1210;1249;39;;
50;23;1249;1287;38;;
50;23;1287;1324;37;;
50;24;1324;1363;39;38,9;
50;24;1363;1403;40;;
50;24;1403;1442;39;;
50;24;1442;1480;38;;
50;24;1480;1519;39;;
50;24;1519;1558;39;;
50;24;1558;1596;38;;
50;24;1596;1635;39;;
