Volume Tandon (L);Waktu (s);TDS Awal (ppm);TDS Akhir (ppm);Delta TDS (ppm);Rata Rata Delta TDS (ppm);
50;24;1635;1674;39;;
50;24;1674;1713;39;;
50;25;1713;1753;40;40;
50;25;1753;1794;41;;
50;25;1794;1836;42;;
50;25;1836;1876;40;;
50;25;1876;1915;39;;
50;25;1915;1954;39;;
50;25;1954;1992;38;;
50;25;276;316;40;;
50;25;316;356;40;;
50;25;356;397;41;;
50;26;397;438;41;41,5;
50;26;438;480;42;;
50;26;480;523;43;;
50;26;523;563;40;;
50;26;563;604;41;;
50;26;604;646;42;;
50;26;646;689;43;;
50;26;689;731;42;;
50;26;731;772;41;;
50;26;772;812;40;;
50;27;812;860;48;45;
50;27;860;904;44;;
50;27;904;954;50;;
50;27;954;999;45;;
50;27;999;1043;44;;
50;27;1043;1086;43;;
50;27;1086;1130;44;;
50;27;1130;1175;45;;
50;27;1175;1219;44;;
50;27;1219;1262;43;;
50;28;1262;1311;49;48,4;
50;28;1311;1359;48;;
50;28;1359;1409;50;;
50;28;1409;1458;49;;
50;28;1458;1506;48;;
50;28;1506;1553;47;;
50;28;1553;1602;49;;
50;28;1602;1650;48;;
50;28;1650;1699;49;;
50;28;1699;1746;47;;
50;29;1746;1796;50;50,2;
50;29;1796;1847;51;;
50;29;1847;1899;52;;
50;29;1899;1949;50;;
50;29;260;311;51;;
50;29;311;360;49;;
50;29;360;410;50;;
50;29;410;460;50;;
50;29;460;510;50;;
50;29;510;559;49;;
50;30;559;610;51;51,9;
50;30;610;662;52;;
50;30;662;715;53;;
50;30;715;767;52;;
50;30;767;819;52;;
50;30;819;870;51;;
50;30;870;922;52;;
50;30;922;973;51;;
50;30;973;1026;53;;
50;30;1026;1078;52;;
50;31;258;324;66;55,5;49,6
50;31;324;382;58;;
50;31;382;439;57;;
50;31;439;493;54;;
50;31;493;548;55;;
50;31;548;599;51;;
50;31;599;656;57;;
50;31;656;708;52;;
50;31;708;757;49;;
50;31;757;813;56;;
50;32;813;872;59;57,5;51,2
50;32;872;929;57;;
50;32;929;988;59;;
50;32;988;1048;60;;
50;32;1048;1108;60;;
50;32;1108;1167;59;;
50;32;1167;1218;51;;
50;32;1218;1270;52;;
50;32;1270;1327;57;;
50;32;1327;1388;61;;
50;33;1388;1449;61;60,2;52,8
50;33;1449;1508;59;;
50;33;1508;1565;57;;
50;33;1565;1625;60;;
50;33;1625;1685;60;;
50;33;1685;1745;60;;
50;33;1745;1807;62;;
50;33;1807;1869;62;;
50;33;1869;1932;63;;
50;33;1932;1990;58;;
50;34;291;352;61;61,1;54,4
50;34;352;413;61;;
50;34;413;476;63;;
50;34;476;538;62;;
50;34;538;596;58;;
50;34;596;657;61;;
50;34;657;714;57;;
50;34;714;778;64;;
50;34;778;844;66;;
50;34;844;902;58;;
50;35;902;962;60;62,2;54,4
50;35;962;1023;61;;
50;35;1023;1082;59;;
50;35;1082;1149;67;;
50;35;1149;1207;58;;
50;35;1207;1273;66;;
50;35;1273;1339;66;;
50;35;1339;1402;63;;
50;35;1402;1465;63;;
50;35;1465;1524;59;;
50;36;1524;1584;60;62,8;56
50;36;1584;1643;59;;
50;36;1643;1707;64;;
50;36;1707;1772;65;;
50;36;1772;1832;60;;
50;36;1832;1899;67;;
50;36;1899;1961;62;;
50;36;267;327;60;;
50;36;327;391;64;;
50;36;391;458;67;;
50;37;458;520;62;64,3;59,2
50;37;520;586;66;;
50;37;586;646;60;;
50;37;646;712;66;;
50;37;712;772;60;;
50;37;772;837;65;;
50;37;837;906;69;;
50;37;906;969;63;;
50;37;969;1034;65;;
50;37;1034;1101;67;;
50;38;1101;1168;67;64,6;
50;38;1168;1235;67;;
50;38;1235;1298;63;;
50;38;1298;1359;61;;
50;38;1359;1420;61;;
50;38;1420;1489;69;;
50;38;1489;1550;61;;
50;38;1550;1616;66;;
50;38;1616;1686;70;;
50;38;1686;1747;61;;
50;39;1747;1813;66;66,1;
50;39;1813;1876;63;;
50;39;1876;1946;70;;
50;39;278;347;69;;
50;39;347;412;65;;
50;39;412;476;64;;
50;39;476;544;68;;
50;39;544;614;70;;
50;39;614;677;63;;
50;39;677;740;63;;
50;40;740;805;65;65,7;
50;40;805;869;64;;
50;40;869;937;68;;
50;40;937;1006;69;;
50;40;1006;1069;63;;
50;40;1069;1135;66;;
50;40;1135;1200;65;;
50;40;1200;1263;63;;
50;40;1263;1334;71;;
50;40;1334;1397;63;;
50;41;1397;1461;64;67,6;
50;41;1461;1526;65;;
50;41;1526;1590;64;;
50;41;1590;1662;72;;
50;41;1662;1732;70;;
50;41;1732;1803;71;;
50;41;1803;1868;65;;
50;41;1868;1934;66;;
50;41;256;323;67;;
50;41;323;395;72;;
50;42;395;465;70;69,2;
50;42;465;535;70;;
50;42;535;604;69;;
50;42;604;677;73;;
50;42;677;749;72;;
50;42;749;816;67;;
50;42;816;887;71;;
50;42;887;952;65;;
50;42;952;1022;70;;
50;42;1022;1087;65;;
50;43;1087;1157;70;71;
50;43;1157;1226;69;;
50;43;1226;1296;70;;
50;43;1296;1367;71;;
50;43;1367;1439;72;;
50;43;1439;1512;73;;
50;43;1512;1585;73;;
50;43;1585;1655;70;;
50;43;1655;1725;70;;
50;43;1725;1797;72;;
50;44;1797;1865;68;73,2;
50;44;1865;1935;70;;
50;44;289;362;73;;
50;44;362;436;74;;
50;44;436;513;77;;
50;44;513;582;69;;
50;44;582;659;77;;
50;44;659;733;74;;
50;44;733;808;75;;
50;44;808;883;75;;
50;45;883;962;79;75,3;
50;45;962;1032;70;;
50;45;1032;1111;79;;
50;45;1111;1182;71;;
50;45;1182;1260;78;;
50;45;1260;1332;72;;
50;45;1332;1409;77;;
50;45;1409;1483;74;;
50;45;1483;1557;74;;
50;45;1557;1636;79;;
50;46;1636;1716;80;75;
50;46;1716;1790;74;;
50;46;1790;1865;75;;
50;46;1865;1937;72;;
50;46;256;334;78;;
50;46;334;411;77;;
50;46;411;486;75;;
50;46;486;559;73;;
50;46;559;631;72;;
50;46;631;705;74;;
50;47;705;782;77;77;
50;47;782;855;73;;
50;47;855;936;81;;
50;47;936;1016;80;;
50;47;1016;1092;76;;
50;47;1092;1167;75;;
50;47;1167;1245;78;;
50;47;1245;1322;77;;
50;47;1322;1398;76;;
50;47;1398;1475;77;;
50;48;1475;1557;82;79,4;
50;48;1557;1636;79;;
50;48;1636;1713;77;;
50;48;1713;1791;78;;
50;48;1791;1873;82;;
50;48;1873;1956;83;;
50;48;301;382;81;;
50;48;382;461;79;;
50;48;461;538;77;;
50;48;538;614;76;;
50;49;614;692;78;80,4;
50;49;692;773;81;;
50;49;773;856;83;;
50;49;856;939;83;;
50;49;939;1015;76;;
50;49;1015;1101;86;;
50;49;1101;1181;80;;
50;49;1181;1259;78;;
50;49;1259;1340;81;;
50;49;1340;1418;78;;
50;50;1418;1503;85;82,5;
50;50;1503;1581;78;;
50;50;1581;1661;80;;
50;50;1661;1746;85;;
50;50;1746;1831;85;;
50;50;1831;1915;84;;
50;50;289;375;86;;
50;50;375;459;84;;
50;50;459;537;78;;
50;50;537;617;80;;
50;51;617;698;81;83,8;
50;51;698;783;85;;
50;51;783;868;85;;
50;51;868;954;86;;
50;51;954;1037;83;;
50;51;1037;1118;81;;
50;51;1118;1204;86;;
50;51;1204;1287;83;;
50;51;1287;1372;85;;
50;51;1372;1455;83;;
50;52;1455;1545;90;83,6;
50;52;1545;1629;84;;
50;52;1629;1710;81;;
50;52;1710;1792;82;;
50;52;1792;1877;85;;
50;52;1877;1958;81;;
50;52;278;359;81;;
50;52;359;444;85;;
50;52;444;525;81;;
50;52;525;611;86;;
50;53;611;699;88;85;
50;53;699;788;89;;
50;53;788;876;88;;
50;53;876;961;85;;
50;53;961;1043;82;;
50;53;1043;1125;82;;
50;53;1125;1209;84;;
50;53;1209;1292;83;;
50;53;1292;1377;85;;
50;53;1377;1461;84;;
50;54;1461;1548;87;86,7;
50;54;1548;1634;86;;
50;54;1634;1724;90;;
50;54;1724;1808;84;;
50;54;1808;1898;90;;
50;54;1898;1981;83;;
50;54;267;357;90;;
50;54;357;439;82;;
50;54;439;527;88;;
50;54;527;614;87;;
50;55;614;702;88;85,6;
50;55;702;786;84;;
50;55;786;871;85;;
50;55;871;956;85;;
50;55;956;1042;86;;
50;55;1042;1131;89;;
50;55;1131;1216;85;;
50;55;1216;1300;84;;
50;55;1300;1384;84;;
50;55;1384;1470;86;;
50;56;1470;1556;86;88,3;
50;56;1556;1648;92;;
50;56;1648;1737;89;;
50;56;1737;1825;88;;
50;56;1825;1910;85;;
50;56;1910;1998;88;;
50;56;250;340;90;;
50;56;340;431;91;;
50;56;431;522;91;;
50;56;522;605;83;;
50;57;605;697;92;90,6;
50;57;697;790;93;;
50;57;790;876;86;;
50;57;876;968;92;;
50;57;968;1056;88;;
50;57;1056;1148;92;;
50;57;1148;1233;85;;
50;57;1233;1323;90;;
50;57;1323;1417;94;;
50;57;1417;1511;94;;
50;58;1511;1599;88;91,4;
50;58;1599;1696;97;;
50;58;1696;1787;91;;
50;58;1787;1875;88;;
50;58;1875;1965;90;;
50;58;256;349;93;;
50;58;349;442;93;;
50;58;442;532;90;;
50;58;532;623;91;;
50;58;623;716;93;;
50;59;716;813;97;92,4;
50;59;813;905;92;;
50;59;905;996;91;;
50;59;996;1085;89;;
50;59;1085;1174;89;;
50;59;1174;1264;90;;
50;59;1264;1362;98;;
50;59;1362;1452;90;;
50;59;1452;1549;97;;
50;59;1549;1640;91;;
50;60;1640;1730;90;94,2;
50;60;1730;1829;99;;
50;60;1829;1923;94;;
50;60;320;411;91;;
50;60;411;510;99;;
50;60;510;608;98;;
50;60;608;697;89;;
50;60;697;788;91;;
50;60;788;881;93;;
50;60;881;979;98;;
60;1;1286;1291;5;1,5;
60;1;1291;1289;2;;
60;1;1289;1290;1;;
60;1;1290;1291;1;;
60;1;1291;1292;1;;
60;1;1292;1293;1;;
60;1;1293;1294;1;;
60;1;1294;1295;1;;
60;1;1295;1296;1;;
60;1;1296;1297;1;;
60;2;1297;1299;2;2;
60;2;1299;1301;2;;
60;2;1301;1303;2;;
60;2;1303;1305;2;;
60;2;1305;1307;2;;
60;2;1307;1309;2;;
60;2;1309;1311;2;;
60;2;1311;1313;2;;
60;2;1313;1315;2;;
60;2;1315;1317;2;;
60;3;1317;1320;3;3;
60;3;1320;1323;3;;
60;3;1323;1326;3;;
60;3;1326;1329;3;;
60;3;1329;1332;3;;
60;3;1332;1335;3;;
60;3;1335;1338;3;;
60;3;1338;1341;3;;
60;3;1341;1344;3;;
60;3;1344;1347;3;;
60;4;1347;1353;6;4;
60;4;1353;1355;2;;
60;4;1355;1359;4;;
60;4;1359;1363;4;;
60;4;1363;1367;4;;
60;4;1367;1371;4;;
60;4;1371;1375;4;;
60;4;1375;1379;4;;
60;4;1379;1383;4;;
60;4;1383;1387;4;;
60;5;1387;1392;5;4,9;
60;5;1392;1397;5;;
60;5;1397;1402;5;;
60;5;1402;1407;5;;
60;5;1407;1412;5;;
60;5;1412;1417;5;;
60;5;1417;1422;5;;
60;5;1422;1426;4;;
60;5;1426;1431;5;;
60;5;1431;1436;5;;
60;6;1436;1441;5;6,3;
60;6;1441;1449;8;;
60;6;1449;1456;7;;
60;6;1456;1461;5;;
60;6;1461;1467;6;;
60;6;1467;1473;6;;
60;6;1473;1480;7;;
60;6;1480;1486;6;;
60;6;1486;1493;7;;
60;6;1493;1499;6;;
60;7;1499;1509;10;7,9;
60;7;1509;1518;9;;
60;7;1518;1527;9;;
60;7;1527;1535;8;;
60;7;1535;1542;7;;
60;7;1542;1548;6;;
60;7;1548;1555;7;;
60;7;1555;1563;8;;
60;7;1563;1571;8;;
60;7;1571;1578;7;;
60;8;1578;1587;9;9,2;
60;8;1587;1599;12;;
60;8;1599;1607;8;;
60;8;1607;1616;9;;
60;8;1616;1625;9;;
60;8;1625;1635;10;;
60;8;1635;1644;9;;
60;8;1644;1653;9;;
60;8;1653;1662;9;;
60;8;1662;1670;8;;
60;9;1670;1680;10;10,9;
60;9;1680;1690;10;;
60;9;1690;1704;14;;
60;9;1704;1715;11;;
60;9;1715;1727;12;;
60;9;1727;1736;9;;
60;9;1736;1748;12;;
60;9;1748;1759;11;;
60;9;1759;1769;10;;
60;9;1769;1779;10;;
60;10;1779;1789;10;12,4;
60;10;1789;1804;15;;
60;10;1804;1817;13;;
60;10;1817;1829;12;;
60;10;1829;1842;13;;
60;10;1842;1854;12;;
60;10;1854;1867;13;;
60;10;1867;1879;12;;
60;10;1879;1891;12;;
60;10;1891;1903;12;;
60;11;1903;1919;16;13,8;
60;11;1919;1933;14;;
60;11;1933;1947;14;;
60;11;1947;1960;13;;
60;11;1960;1974;14;;
60;11;1974;1987;13;;
60;11;276;289;13;;
60;11;289;301;12;;
60;11;301;316;15;;
60;11;316;330;14;;
60;12;330;348;18;15,8;
60;12;348;363;15;;
60;12;363;378;15;;
60;12;378;393;15;;
60;12;393;409;16;;
60;12;409;424;15;;
60;12;424;440;16;;
60;12;440;457;17;;
60;12;457;473;16;;
60;12;473;488;15;;
60;13;488;505;17;17,8;
60;13;505;522;17;;
60;13;522;539;17;;
60;13;539;556;17;;
60;13;556;575;19;;
60;13;575;593;18;;
60;13;593;612;19;;
60;13;612;629;17;;
60;13;629;647;18;;
60;13;647;666;19;;
60;14;666;680;14;18,6;
60;14;680;698;18;;
60;14;698;716;18;;
60;14;716;735;19;;
60;14;735;753;18;;
60;14;753;773;20;;
60;14;773;792;19;;
60;14;792;813;21;;
60;14;813;833;20;;
60;14;833;852;19;;
60;15;852;872;20;20,9;
60;15;872;895;23;;
60;15;895;916;21;;
60;15;916;936;20;;
60;15;936;958;22;;
60;15;958;979;21;;
60;15;979;999;20;;
60;15;999;1020;21;;
60;15;1020;1040;20;;
60;15;1040;1061;21;;
60;16;1061;1083;22;23,8;
60;16;1083;1106;23;;
60;16;1106;1129;23;;
60;16;1129;1153;24;;
60;16;1153;1177;24;;
60;16;1177;1202;25;;
60;16;1202;1225;23;;
60;16;1225;1249;24;;
60;16;1249;1274;25;;
60;16;1274;1299;25;;
60;17;1299;1328;29;25,7;
60;17;1328;1353;25;;
60;17;1353;1380;27;;
60;17;1380;1404;24;;
60;17;1404;1430;26;;
60;17;1430;1455;25;;
60;17;1455;1481;26;;
60;17;1481;1505;24;;
60;17;1505;1531;26;;
60;17;1531;1556;25;;
60;18;1556;1584;28;28;
60;18;1584;1613;29;;
60;18;1613;1640;27;;
60;18;1640;1668;28;;
60;18;1668;1697;29;;
60;18;1697;1725;28;;
60;18;1725;1752;27;;
60;18;1752;1781;29;;
60;18;1781;1809;28;;
60;18;1809;1836;27;;
60;19;1836;1865;29;29,4;
60;19;1865;1893;28;;
60;19;1893;1923;30;;
60;19;1923;1952;29;;
60;19;1952;1982;30;;
60;19;275;306;31;;
60;19;306;334;28;;
60;19;334;364;30;;
60;19;364;393;29;;
60;19;393;423;30;;
60;20;423;456;33;30,8;
60;20;456;485;29;;
60;20;485;519;34;;
60;20;519;549;30;;
60;20;549;578;29;;
60;20;578;608;30;;
60;20;608;636;28;;
60;20;636;668;32;;
60;20;668;701;33;;
60;20;701;731;30;;
60;21;731;765;34;33;
60;21;765;798;33;;
60;21;798;831;33;;
60;21;831;865;34;;
60;21;865;900;35;;
60;21;900;934;34;;
60;21;934;966;32;;
60;21;966;999;33;;
60;21;999;1031;32;;
60;21;1031;1061;30;;
60;22;1061;1095;34;36,4;
60;22;1095;1130;35;;
60;22;1130;1164;34;;
60;22;1164;1199;35;;
60;22;1199;1235;36;;
60;22;1235;1272;37;;
60;22;1272;1310;38;;
60;22;1310;1349;39;;
60;22;1349;1387;38;;
60;22;1387;1425;38;;
60;23;1425;1460;35;37,1;
60;23;1460;1495;35;;
60;23;1495;1532;37;;
60;23;1532;1570;38;;
60;23;1570;1609;39;;
60;23;1609;1646;37;;
60;23;1646;1682;36;;
60;23;1682;1720;38;;
60;23;1720;1757;37;;
60;23;1757;1796;39;;
60;24;1796;1836;40;39,2;
60;24;1836;1877;41;;
60;24;1877;1920;43;;
60;24;1920;1958;38;;
60;24;1958;1997;39;;
60;24;260;298;38;;
60;24;298;337;39;;
60;24;337;375;38;;
60;24;375;412;37;;
60;24;412;451;39;;
60;25;451;491;40;40,6;
60;25;491;532;41;;
60;25;532;572;40;;
60;25;572;614;42;;
60;25;614;655;41;;
60;25;655;695;40;;
60;25;695;734;39;;
60;25;734;774;40;;
60;25;774;815;41;;
60;25;815;857;42;;
60;26;857;899;42;42,2;
60;26;899;942;43;;
60;26;942;984;42;;
60;26;984;1025;41;;
60;26;1025;1067;42;;
60;26;1067;1110;43;;
60;26;1110;1152;42;;
60;26;1152;1194;42;;
60;26;1194;1236;42;;
60;26;1236;1279;43;;
60;27;1279;1322;43;44,4;
60;27;1322;1364;42;;
60;27;1364;1413;49;;
60;27;1413;1458;45;;
60;27;1458;1502;44;;
60;27;1502;1545;43;;
60;27;1545;1590;45;;
60;27;1590;1634;44;;
60;27;1634;1679;45;;
60;27;1679;1723;44;;
60;28;1723;1768;45;45,2;
60;28;1768;1814;46;;
60;28;1814;1859;45;;
60;28;1859;1903;44;;
60;28;1903;1948;45;;
60;28;1948;1994;46;;
60;28;286;331;45;;
60;28;331;376;45;;
60;28;376;421;45;;
60;28;421;467;46;;
60;29;467;513;46;46,4;
60;29;513;560;47;;
60;29;560;606;46;;
60;29;606;651;45;;
60;29;651;697;46;;
60;29;697;745;48;;
60;29;745;791;46;;
60;29;791;837;46;;
60;29;837;882;45;;
60;29;882;931;49;;
60;30;931;978;47;47,3;
60;30;978;1026;48;;
60;30;1026;1073;47;;
60;30;1073;1122;49;;
60;30;1122;1168;46;;
60;30;1168;1215;47;;
60;30;1215;1263;48;;
60;30;1263;1309;46;;
60;30;1309;1356;47;;
60;30;1356;1404;48;;
60;31;581;619;38;48,2;
60;31;619;668;49;;
60;31;668;721;53;;
60;31;721;773;52;;
60;31;773;823;50;;
60;31;823;870;47;;
60;31;870;921;51;;
60;31;921;970;49;;
60;31;970;1014;44;;
60;31;1014;1063;49;;
60;32;1063;1113;50;51,4;
60;32;1113;1165;52;;
60;32;1165;1219;54;;
60;32;1219;1274;55;;
60;32;1274;1320;46;;
60;32;1320;1375;55;;
60;32;1375;1426;51;;
60;32;1426;1479;53;;
60;32;1479;1527;48;;
60;32;1527;1577;50;;
60;33;1577;1630;53;53,5;
60;33;1630;1685;55;;
60;33;1685;1742;57;;
60;33;1742;1796;54;;
60;33;1796;1851;55;;
60;33;1851;1905;54;;
60;33;1905;1957;52;;
60;33;350;398;48;;
60;33;398;451;53;;
60;33;451;505;54;;
60;34;505;564;59;54;
60;34;564;614;50;;
60;34;614;671;57;;
60;34;671;728;57;;
60;34;728;781;53;;
60;34;781;835;54;;
60;34;835;888;53;;
60;34;888;939;51;;
60;34;939;992;53;;
60;34;992;1045;53;;
60;35;1045;1097;52;56,1;
60;35;1097;1157;60;;
60;35;1157;1213;56;;
60;35;1213;1269;56;;
60;35;1269;1328;59;;
60;35;1328;1384;56;;
60;35;1384;1441;57;;
60;35;1441;1501;60;;
60;35;1501;1554;53;;
60;35;1554;1606;52;;
60;36;1606;1663;57;56,7;
60;36;1663;1721;58;;
60;36;1721;1783;62;;
60;36;1783;1839;56;;
60;36;1839;1895;56;;
60;36;1895;1952;57;;
60;36;276;330;54;;
60;36;330;384;54;;
60;36;384;440;56;;
60;36;440;497;57;;
60;37;497;550;53;56,9;
60;37;550;608;58;;
60;37;608;665;57;;
60;37;665;727;62;;
60;37;727;781;54;;
60;37;781;835;54;;
60;37;835;889;54;;
60;37;889;944;55;;
60;37;944;1006;62;;
60;37;1006;1066;60;;
60;38;1066;1127;61;59,6;
60;38;1127;1189;62;;
60;38;1189;1250;61;;
60;38;1250;1309;59;;
60;38;1309;1371;62;;
60;38;1371;1428;57;;
60;38;1428;1487;59;;
60;38;1487;1550;63;;
60;38;1550;1603;53;;
60;38;1603;1662;59;;
60;39;1662;1718;56;61,4;
60;39;1718;1779;61;;
60;39;1779;1844;65;;
60;39;1844;1904;60;;
60;39;1904;1966;62;;
60;39;289;353;64;;
60;39;353;416;63;;
60;39;416;475;59;;
60;39;475;540;65;;
60;39;540;599;59;;
60;40;599;665;66;61,2;
60;40;665;725;60;;
60;40;725;783;58;;
60;40;783;847;64;;
60;40;847;908;61;;
60;40;908;968;60;;
60;40;968;1029;61;;
60;40;1029;1089;60;;
60;40;1089;1151;62;;
60;40;1151;1211;60;;
60;41;1211;1274;63;63,1;
60;41;1274;1333;59;;
60;41;1333;1399;66;;
60;41;1399;1464;65;;
60;41;1464;1529;65;;
60;41;1529;1590;61;;
60;41;1590;1654;64;;
60;41;1654;1718;64;;
60;41;1718;1776;58;;
60;41;1776;1842;66;;
60;42;1842;1903;61;64,2;
60;42;1903;1970;67;;
60;42;245;311;66;;
60;42;311;372;61;;
60;42;372;436;64;;
60;42;436;502;66;;
60;42;502;564;62;;
60;42;564;631;67;;
60;42;631;693;62;;
60;42;693;759;66;;
60;43;759;821;62;65,2;
60;43;821;889;68;;
60;43;889;958;69;;
60;43;958;1019;61;;
60;43;1019;1082;63;;
60;43;1082;1149;67;;
60;43;1149;1210;61;;
60;43;1210;1280;70;;
60;43;1280;1341;61;;
60;43;1341;1411;70;;
60;44;1411;1480;69;67,9;
60;44;1480;1549;69;;
60;44;1549;1620;71;;
60;44;1620;1691;71;;
60;44;1691;1761;70;;
60;44;1761;1826;65;;
60;44;1826;1893;67;;
60;44;1893;1960;67;;
60;44;267;329;62;;
60;44;329;397;68;;
60;45;397;466;69;67,2;
60;45;466;531;65;;
60;45;531;599;68;;
60;45;599;663;64;;
60;45;663;729;66;;
60;45;729;798;69;;
60;45;798;866;68;;
60;45;866;935;69;;
60;45;935;1003;68;;
60;45;1003;1069;66;;
60;46;1069;1134;65;68,1;
60;46;1134;1199;65;;
60;46;1199;1269;70;;
60;46;1269;1335;66;;
60;46;1335;1408;73;;
60;46;1408;1476;68;;
60;46;1476;1548;72;;
60;46;1548;1612;64;;
60;46;1612;1684;72;;
60;46;1684;1750;66;;
60;47;1750;1824;74;69,7;
60;47;1824;1894;70;;
60;47;1894;1964;70;;
60;47;289;356;67;;
60;47;356;423;67;;
60;47;423;492;69;;
60;47;492;561;69;;
60;47;561;634;73;;
60;47;634;703;69;;
60;47;703;772;69;;
60;48;772;842;70;71,6;
60;48;842;912;70;;
60;48;912;979;67;;
60;48;979;1050;71;;
60;48;1050;1122;72;;
60;48;1122;1194;72;;
60;48;1194;1266;72;;
60;48;1266;1340;74;;
60;48;1340;1414;74;;
60;48;1414;1488;74;;
